2.550301849842071533e-01 -4.288046061992645264e-01 -2.023224085569381714e-01
3.055913448333740234e-01 -4.236841201782226562e-01 -2.497894912958145142e-01
3.103130161762237549e-01 -4.234549999237060547e-01 -2.493979036808013916e-01
3.137282729148864746e-01 -4.234941601753234863e-01 -2.489086240530014038e-01
3.187655508518218994e-01 -4.235044121742248535e-01 -2.484703660011291504e-01
3.238228559494018555e-01 -4.236160516738891602e-01 -2.460536360740661621e-01
3.273960649967193604e-01 -4.238266646862030029e-01 -2.446925342082977295e-01
3.298136591911315918e-01 -4.249711632728576660e-01 -2.442137748003005981e-01
3.317213952541351318e-01 -4.258034527301788330e-01 -2.405476272106170654e-01
3.329360485076904297e-01 -4.274416565895080566e-01 -2.265417873859405518e-01
3.320524990558624268e-01 -4.300009608268737793e-01 -2.201610952615737915e-01
3.306809961795806885e-01 -4.319647848606109619e-01 -2.162612080574035645e-01
3.293667435646057129e-01 -4.329451322555541992e-01 -2.136021554470062256e-01
3.291260898113250732e-01 -4.346437156200408936e-01 -2.135741114616394043e-01
3.264454901218414307e-01 -4.368901848793029785e-01 -2.141435295343399048e-01
3.149686455726623535e-01 -4.397113323211669922e-01 -2.226487547159194946e-01
3.013987839221954346e-01 -4.432156085968017578e-01 -2.345006465911865234e-01
2.825791835784912109e-01 -4.486134350299835205e-01 -2.432728409767150879e-01
2.649431824684143066e-01 -4.517579972743988037e-01 -2.510154843330383301e-01
2.484083473682403564e-01 -4.534839391708374023e-01 -2.584573924541473389e-01
2.291469126939773560e-01 -4.552030861377716064e-01 -2.642595767974853516e-01
2.044456005096435547e-01 -4.578595757484436035e-01 -2.705284357070922852e-01
1.787857115268707275e-01 -4.579007029533386230e-01 -2.786549925804138184e-01
1.509119570255279541e-01 -4.576852321624755859e-01 -2.896635234355926514e-01
1.247041970491409302e-01 -4.574205577373504639e-01 -2.991835176944732666e-01
9.839487075805664062e-02 -4.571555554866790771e-01 -3.088032603263854980e-01
7.742762565612792969e-02 -4.568865299224853516e-01 -3.149481713771820068e-01
5.735879391431808472e-02 -4.568524062633514404e-01 -3.209286034107208252e-01
3.969790786504745483e-02 -4.568300247192382812e-01 -3.307082056999206543e-01
2.671909146010875702e-02 -4.557984769344329834e-01 -3.330241143703460693e-01
1.140166353434324265e-02 -4.544514119625091553e-01 -3.342823088169097900e-01
-1.468511763960123062e-04 -4.525293111801147461e-01 -3.339511156082153320e-01
-9.819565340876579285e-03 -4.509197175502777100e-01 -3.341714441776275635e-01
-1.573565602302551270e-02 -4.486512243747711182e-01 -3.322561979293823242e-01
-2.365471050143241882e-02 -4.470523595809936523e-01 -3.309206366539001465e-01
-2.921716496348381042e-02 -4.441922605037689209e-01 -3.322680890560150146e-01
-2.984815277159214020e-02 -4.406273066997528076e-01 -3.332903385162353516e-01
-2.891699410974979401e-02 -4.367071390151977539e-01 -3.328104615211486816e-01
-2.694804035127162933e-02 -4.317942261695861816e-01 -3.393295705318450928e-01
-1.887356862425804138e-02 -4.279804527759552002e-01 -3.445248007774353027e-01
-8.774409070611000061e-03 -4.222306907176971436e-01 -3.484893739223480225e-01
4.226077813655138016e-03 -4.180720448493957520e-01 -3.550087809562683105e-01
1.728539913892745972e-02 -4.119333922863006592e-01 -3.584411442279815674e-01
3.150147944688796997e-02 -4.087564051151275635e-01 -3.610881268978118896e-01
4.527857154607772827e-02 -4.064518809318542480e-01 -3.669030666351318359e-01
5.736805871129035950e-02 -4.057535827159881592e-01 -3.801683485507965088e-01
6.686458736658096313e-02 -4.049308300018310547e-01 -3.790262937545776367e-01
7.174605876207351685e-02 -4.048815965652465820e-01 -3.736239671707153320e-01
7.415263354778289795e-02 -4.049499332904815674e-01 -3.671258985996246338e-01
8.460256457328796387e-02 -4.050195217132568359e-01 -3.656271994113922119e-01
9.920844435691833496e-02 -4.052000045776367188e-01 -3.617171943187713623e-01
1.187760308384895325e-01 -4.053510427474975586e-01 -3.569556772708892822e-01
1.397040486335754395e-01 -4.053416252136230469e-01 -3.518410027027130127e-01
1.671575903892517090e-01 -4.054308533668518066e-01 -3.515931665897369385e-01
1.905833631753921509e-01 -4.051275849342346191e-01 -3.513334095478057861e-01
2.099051177501678467e-01 -4.050503671169281006e-01 -3.471019268035888672e-01
2.314672470092773438e-01 -4.049082100391387939e-01 -3.462816476821899414e-01
2.473937422037124634e-01 -4.047749638557434082e-01 -3.443667292594909668e-01
2.609570026397705078e-01 -4.049416780471801758e-01 -3.405595123767852783e-01
2.730071246623992920e-01 -4.047819972038269043e-01 -3.404599130153656006e-01
2.838505506515502930e-01 -4.049091935157775879e-01 -3.377711176872253418e-01
2.926394045352935791e-01 -4.050052464008331299e-01 -3.363510966300964355e-01
3.005969226360321045e-01 -4.051598310470581055e-01 -3.293438851833343506e-01
3.030045926570892334e-01 -4.053569734096527100e-01 -3.286965191364288330e-01
3.074073195457458496e-01 -4.060046076774597168e-01 -3.230286538600921631e-01
3.097417354583740234e-01 -4.065348803997039795e-01 -3.184169530868530273e-01
3.110341727733612061e-01 -4.079192876815795898e-01 -3.126731812953948975e-01
3.120132088661193848e-01 -4.099290072917938232e-01 -2.949703931808471680e-01
3.125024437904357910e-01 -4.124574065208435059e-01 -2.677348554134368896e-01
3.113037645816802979e-01 -4.149058461189270020e-01 -2.524300217628479004e-01
3.096374869346618652e-01 -4.180578589439392090e-01 -2.309802770614624023e-01
3.080752789974212646e-01 -4.198864102363586426e-01 -2.269449234008789062e-01
3.075449764728546143e-01 -4.215548038482666016e-01 -2.261837422847747803e-01
3.041298389434814453e-01 -4.225595891475677490e-01 -2.293368875980377197e-01
2.965987324714660645e-01 -4.233227968215942383e-01 -2.398231774568557739e-01
2.854826450347900391e-01 -4.264021813869476318e-01 -2.459064424037933350e-01
2.724281847476959229e-01 -4.278627336025238037e-01 -2.604771852493286133e-01
2.575652599334716797e-01 -4.312015473842620850e-01 -2.767346203327178955e-01
2.452407330274581909e-01 -4.313174486160278320e-01 -2.859288752079010010e-01
2.294898033142089844e-01 -4.265720844268798828e-01 -3.268502354621887207e-01
2.114607244729995728e-01 -4.265724420547485352e-01 -3.375934660434722900e-01
1.910972148180007935e-01 -4.273413419723510742e-01 -3.407899737358093262e-01
1.701218634843826294e-01 -4.274736344814300537e-01 -3.445210158824920654e-01
1.481767892837524414e-01 -4.274978935718536377e-01 -3.529011309146881104e-01
1.255319863557815552e-01 -4.274899363517761230e-01 -3.579751253128051758e-01
1.035972684621810913e-01 -4.273971319198608398e-01 -3.634297251701354980e-01
8.428630232810974121e-02 -4.273966550827026367e-01 -3.622507452964782715e-01
6.661627441644668579e-02 -4.276319444179534912e-01 -3.600286841392517090e-01
5.053275823593139648e-02 -4.276312589645385742e-01 -3.594778180122375488e-01
3.864255174994468689e-02 -4.276400208473205566e-01 -3.600831329822540283e-01
2.535955607891082764e-02 -4.275932312011718750e-01 -3.641664981842041016e-01
1.682074368000030518e-02 -4.275834560394287109e-01 -3.617349863052368164e-01
8.372108452022075653e-03 -4.269994497299194336e-01 -3.628117740154266357e-01
8.507171878591179848e-04 -4.266235828399658203e-01 -3.620515167713165283e-01
-7.464132737368345261e-03 -4.254439473152160645e-01 -3.612230718135833740e-01
-1.423303689807653427e-02 -4.244399070739746094e-01 -3.586368262767791748e-01
-1.841588877141475677e-02 -4.226323962211608887e-01 -3.587397336959838867e-01
-2.051972784101963043e-02 -4.198992550373077393e-01 -3.611261844635009766e-01
-2.257514931261539459e-02 -4.174639880657196045e-01 -3.623218834400177002e-01
-2.363993413746356964e-02 -4.153483211994171143e-01 -3.607634902000427246e-01
-2.053739503026008606e-02 -4.143173992633819580e-01 -3.619854450225830078e-01
-1.855641975998878479e-02 -4.128903448581695557e-01 -3.625810444355010986e-01
-1.169587951153516769e-02 -4.103791117668151855e-01 -3.692260086536407471e-01
-2.839396707713603973e-03 -4.061676859855651855e-01 -3.742211163043975830e-01
